SIID,simvar,transMult,a,e,i,m,rad,probDetect
324518.0,2.29292989,3.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
324518.0,2.29292989,3.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
324640.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
324654.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
324721.0,2.29292989,2.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
324721.0,2.29292989,2.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
324802.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
324823.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
324839.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
324866.0,2.29292989,2.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
324866.0,2.29292989,2.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
324917.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
324990.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
325005.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
325068.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
325278.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
325401.0,2.29292989,6.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
325401.0,2.29292989,6.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
325401.0,2.29292989,6.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
325401.0,2.29292989,6.0,0.12037,0.01949,0.02223,1.18917,1.05416822,0.03658
325401.0,2.29292989,6.0,0.15857,0.04071,0.03421,0.79044,0.94476277,0.02972
325401.0,2.29292989,6.0,0.27622,0.0268,0.02139,1.48227,1.13838816,0.0563
325407.0,2.29292989,5.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
325407.0,2.29292989,5.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
325407.0,2.29292989,5.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
325407.0,2.29292989,5.0,0.12037,0.01949,0.02223,1.18917,1.05416822,0.03658
325407.0,2.29292989,5.0,0.15857,0.04071,0.03421,0.79044,0.94476277,0.02972
325474.0,2.29292989,2.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
325474.0,2.29292989,2.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
325488.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
325521.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
325534.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
325574.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
325615.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
325749.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
325803.0,2.29292989,5.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
325803.0,2.29292989,5.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
325803.0,2.29292989,5.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
325803.0,2.29292989,5.0,0.12037,0.01949,0.02223,1.18917,1.05416822,0.03658
325803.0,2.29292989,5.0,0.27622,0.0268,0.02139,1.48227,1.13838816,0.0563
325805.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
325874.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
325989.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
326009.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
326046.0,2.29292989,2.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
326046.0,2.29292989,2.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
326057.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
326095.0,2.29292989,2.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
326095.0,2.29292989,2.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
326227.0,2.29292989,2.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
326227.0,2.29292989,2.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
326322.0,2.29292989,4.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
326322.0,2.29292989,4.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
326322.0,2.29292989,4.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
326322.0,2.29292989,4.0,0.12037,0.01949,0.02223,1.18917,1.05416822,0.03658
326337.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
326450.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
326520.0,2.29292989,2.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
326520.0,2.29292989,2.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
326525.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
326540.0,2.29292989,5.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
326540.0,2.29292989,5.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
326540.0,2.29292989,5.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
326540.0,2.29292989,5.0,0.12037,0.01949,0.02223,1.18917,1.05416822,0.03658
326540.0,2.29292989,5.0,0.27622,0.0268,0.02139,1.48227,1.13838816,0.0563
326587.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
326761.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
326790.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
326820.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
326840.0,2.29292989,6.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
326840.0,2.29292989,6.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
326840.0,2.29292989,6.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
326840.0,2.29292989,6.0,0.12037,0.01949,0.02223,1.18917,1.05416822,0.03658
326840.0,2.29292989,6.0,0.19546,0.04933,0.00931,0.82221,0.9544844,0.0
326840.0,2.29292989,6.0,0.39048,0.00948,0.01938,1.206,1.07855928,0.0
326860.0,2.29292989,4.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
326860.0,2.29292989,4.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
326860.0,2.29292989,4.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
326860.0,2.29292989,4.0,0.12037,0.01949,0.02223,1.18917,1.05416822,0.03658
326969.0,2.29292989,2.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
326969.0,2.29292989,2.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
326986.0,2.29292989,5.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
326986.0,2.29292989,5.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
326986.0,2.29292989,5.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
326986.0,2.29292989,5.0,0.12037,0.01949,0.02223,1.18917,1.05416822,0.03658
326986.0,2.29292989,5.0,0.27622,0.0268,0.02139,1.48227,1.13838816,0.0563
327177.0,2.29292989,2.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
327177.0,2.29292989,2.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
327298.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
327324.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
327356.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
327366.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
327369.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
327469.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
327520.0,2.29292989,3.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
327520.0,2.29292989,3.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
327520.0,2.29292989,3.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
327622.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
327706.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
327728.0,2.29292989,2.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
327728.0,2.29292989,2.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
327819.0,2.29292989,2.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
327819.0,2.29292989,2.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
327820.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
327881.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
327957.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
327966.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
328031.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
328062.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
328144.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
328188.0,2.29292989,3.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
328188.0,2.29292989,3.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
328188.0,2.29292989,3.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
328207.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
328307.0,2.29292989,6.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
328307.0,2.29292989,6.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
328307.0,2.29292989,6.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
328307.0,2.29292989,6.0,0.12037,0.01949,0.02223,1.18917,1.05416822,0.03658
328307.0,2.29292989,6.0,0.27622,0.0268,0.02139,1.48227,1.13838816,0.0563
328307.0,2.29292989,6.0,0.39048,0.00948,0.01938,1.206,1.07855928,0.0
328473.0,2.29292989,2.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
328473.0,2.29292989,2.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
328565.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
328718.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
328769.0,2.29292989,3.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
328769.0,2.29292989,3.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
328769.0,2.29292989,3.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
328795.0,2.29292989,3.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
328795.0,2.29292989,3.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
328795.0,2.29292989,3.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
328796.0,2.29292989,6.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
328796.0,2.29292989,6.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
328796.0,2.29292989,6.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
328796.0,2.29292989,6.0,0.12037,0.01949,0.02223,1.18917,1.05416822,0.03658
328796.0,2.29292989,6.0,0.19546,0.04933,0.00931,0.82221,0.9544844,0.0
328796.0,2.29292989,6.0,0.39048,0.00948,0.01938,1.206,1.07855928,0.0
328820.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
328857.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
328930.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
329017.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
329220.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
329270.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
329363.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
329515.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
329527.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
329642.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
329684.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
329891.0,2.29292989,3.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
329891.0,2.29292989,3.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
329891.0,2.29292989,3.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
329917.0,2.29292989,1.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
329919.0,2.29292989,3.0,0.05147,0.07632,0.04551,0.87713,0.9681533,0.28916
329919.0,2.29292989,3.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
329919.0,2.29292989,3.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
320027.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
320207.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
320334.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
320634.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
320683.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
320730.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
320870.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
321203.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
321256.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
321908.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
322177.0,2.29292989,2.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
322177.0,2.29292989,2.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
322894.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
323089.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
323426.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
323459.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
323655.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
323881.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
324455.0,2.29292989,2.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
324455.0,2.29292989,2.0,0.08779,0.06608,0.02665,0.87687,0.99424011,0.12518
324811.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
324976.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
324977.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
325451.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
325642.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
326539.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
326573.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
326707.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
327148.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
327364.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
327466.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
327558.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
327624.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
327626.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
328050.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
328304.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
328679.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
328805.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
328912.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
329408.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
329826.0,2.29292989,1.0,0.06836,0.09736,0.04586,0.7165,0.91802388,0.10057
330024.0,2.33332992,2.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330024.0,2.33332992,2.0,0.10181,0.01617,0.10216,1.54858,1.17070031,0.0
330032.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330040.0,2.33332992,2.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330040.0,2.33332992,2.0,0.10181,0.01617,0.10216,1.54858,1.17070031,0.0
330070.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330081.0,2.33332992,2.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330081.0,2.33332992,2.0,0.10181,0.01617,0.10216,1.54858,1.17070031,0.0
330106.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330107.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330126.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330209.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330210.0,2.33332992,2.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330210.0,2.33332992,2.0,0.10181,0.01617,0.10216,1.54858,1.17070031,0.0
330328.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330334.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330383.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330402.0,2.33332992,2.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330402.0,2.33332992,2.0,0.1542,0.05384,0.05034,1.40155,1.12009895,0.0
330425.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330461.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330474.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330505.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330508.0,2.33332992,3.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330508.0,2.33332992,3.0,0.10181,0.01617,0.10216,1.54858,1.17070031,0.0
330508.0,2.33332992,3.0,0.1542,0.05384,0.05034,1.40155,1.12009895,0.0
330531.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330551.0,2.33332992,3.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330551.0,2.33332992,3.0,0.10181,0.01617,0.10216,1.54858,1.17070031,0.0
330551.0,2.33332992,3.0,0.1542,0.05384,0.05034,1.40155,1.12009895,0.0
330554.0,2.33332992,2.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330554.0,2.33332992,2.0,0.30815,0.01429,0.0515,2.30313,1.34533226,0.0
330592.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330620.0,2.33332992,2.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330620.0,2.33332992,2.0,0.30815,0.01429,0.0515,2.30313,1.34533226,0.0
330628.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330653.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330665.0,2.33332992,2.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330665.0,2.33332992,2.0,0.30815,0.01429,0.0515,2.30313,1.34533226,0.0
330680.0,2.33332992,2.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330680.0,2.33332992,2.0,0.1542,0.05384,0.05034,1.40155,1.12009895,0.0
330687.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330718.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330725.0,2.33332992,3.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330725.0,2.33332992,3.0,0.10181,0.01617,0.10216,1.54858,1.17070031,0.0
330725.0,2.33332992,3.0,0.1542,0.05384,0.05034,1.40155,1.12009895,0.0
330737.0,2.33332992,2.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330737.0,2.33332992,2.0,0.10181,0.01617,0.10216,1.54858,1.17070031,0.0
330754.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330796.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330836.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330837.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330846.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330870.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330876.0,2.33332992,2.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330876.0,2.33332992,2.0,0.10181,0.01617,0.10216,1.54858,1.17070031,0.0
330913.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330973.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330982.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330997.0,2.33332992,4.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
330997.0,2.33332992,4.0,0.10181,0.01617,0.10216,1.54858,1.17070031,0.0
330997.0,2.33332992,4.0,0.1542,0.05384,0.05034,1.40155,1.12009895,0.0
330997.0,2.33332992,4.0,0.21508,0.09445,0.01966,0.74335,0.91069251,0.0
330998.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331000.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331008.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331019.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331048.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331051.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331078.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331099.0,2.33332992,2.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331099.0,2.33332992,2.0,0.1542,0.05384,0.05034,1.40155,1.12009895,0.0
331108.0,2.33332992,2.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331108.0,2.33332992,2.0,0.10181,0.01617,0.10216,1.54858,1.17070031,0.0
331124.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331138.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331139.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331151.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331156.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331179.0,2.33332992,2.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331179.0,2.33332992,2.0,0.10181,0.01617,0.10216,1.54858,1.17070031,0.0
331200.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331212.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331256.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331282.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331308.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331316.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331350.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331439.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331454.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331458.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331494.0,2.33332992,3.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331494.0,2.33332992,3.0,0.10181,0.01617,0.10216,1.54858,1.17070031,0.0
331494.0,2.33332992,3.0,0.30815,0.01429,0.0515,2.30313,1.34533226,0.0
331534.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331537.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331580.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331589.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331600.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331603.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331611.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331645.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331684.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331695.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331713.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331730.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331777.0,2.33332992,2.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
331777.0,2.33332992,2.0,0.10181,0.01617,0.10216,1.54858,1.17070031,0.0
331781.0,2.33332992,1.0,0.05919,0.01111,0.05188,1.65117,1.19495618,0.57061
